State,County,Urban,PovertyRate,MedianFamilyIncome,LowAccessFlag,LowAccessPct
New York,Westchester,1,3,108705,1,0.023211359
New York,Westchester,0,2.6,154004,0,0
New York,Westchester,1,0,133459,1,0.003980183
New York,Westchester,1,1.6,133114,1,0.027530985
New York,Westchester,1,2.3,109861,1,0.025534969
New York,Westchester,1,1.9,63667,1,0.039430681
New York,Westchester,1,1.1,142813,1,0.02972337
New York,Westchester,0,2.5,160208,0,0.002735647
New York,Westchester,1,3.1,123774,1,0.032214764
New York,Westchester,1,0.6,120699,1,0.001934375
New York,Westchester,1,0.8,145625,1,0
New York,Westchester,1,3.1,129706,1,0.029486558
New York,Westchester,0,3.3,149630,0,0.010765157
New York,Westchester,1,56.9,66563,1,0.126637557
New York,Westchester,1,0,0,0,0
New York,Westchester,1,79.7,0,0,0
New York,Westchester,1,16.9,24474,0,0
New York,Westchester,1,0,0,1,0
New York,Wyoming,0,9.2,66429,0,0.049696357
New York,Wyoming,1,3.8,73813,1,0.023551187
New York,Wyoming,0,2.7,79375,0,0.019690222
New York,Wyoming,0,7.9,65231,1,0.042919877
New York,Wyoming,1,16.3,60785,1,0.070020656
New York,Wyoming,0,14.9,62625,0,0.000515577
New York,Wyoming,0,10.8,66648,0,0.038333387
New York,Wyoming,0,10,63750,0,0.054076235
New York,Wyoming,0,4,68750,1,0.027982673
New York,Wyoming,0,14.3,53786,0,0.031221615
New York,Wyoming,0,12.8,60313,0,0.043685674
New York,Yates,0,17,61917,0,0.095934599
New York,Yates,0,15,57500,0,0.084331798
New York,Yates,0,16.7,61932,0,0.052550454
New York,Yates,0,11.8,57461,0,0.024591702
New York,Yates,0,14.6,64148,0,0.081044259
North Carolina,Alamance,1,32.1,33250,0,0.000457279
North Carolina,Alamance,1,35,31404,0,0.001008207
North Carolina,Alamance,1,22.2,34190,1,0.0234804
North Carolina,Alamance,1,29.8,34592,1,0.191197934
North Carolina,Alamance,1,23.7,45820,1,0.006123726
North Carolina,Alamance,1,28.1,40357,1,0.006032661
North Carolina,Alamance,1,6.3,98164,1,0
North Carolina,Alamance,1,8.2,72097,0,1.45733E-05
North Carolina,Alamance,1,6.9,58738,0,0.000462804
North Carolina,Alamance,1,14.1,60288,1,0.002045291
North Carolina,Alamance,1,13.2,45912,1,0.076982856
North Carolina,Alamance,1,33.3,33674,0,0.000185607
North Carolina,Alamance,1,24,49237,1,1.81132E-05
North Carolina,Alamance,1,23.4,72169,1,0.014194233
North Carolina,Alamance,1,37.6,31115,0,0.001295533
North Carolina,Alamance,1,20.2,52101,1,0.011408899
North Carolina,Alamance,1,18.5,47901,1,0.0328677
North Carolina,Alamance,1,27.1,40313,1,0.036680908
North Carolina,Alamance,1,12.1,61250,1,0.06811127
North Carolina,Alamance,1,8,64041,0,0.001721335
North Carolina,Alamance,1,20.9,69063,1,0.016268709
North Carolina,Alamance,0,22.5,61548,0,0.001066567
North Carolina,Alamance,0,13.8,57364,0,0.039340675
North Carolina,Alamance,0,15,57009,0,0.013585463
North Carolina,Alamance,0,10.4,66827,0,0.017863857
North Carolina,Alamance,0,14.1,58804,0,0.01719196
North Carolina,Alamance,1,1.5,98281,1,0
North Carolina,Alamance,1,19.3,96172,1,0.050490203
North Carolina,Alamance,1,17.5,77689,1,0.005381605
North Carolina,Alamance,0,15.6,64706,0,0.08832071
North Carolina,Alamance,0,15.5,41094,0,0.020901241
North Carolina,Alamance,0,12.6,48661,0,0.004789258
North Carolina,Alamance,0,17.9,48995,0,0.028728736
North Carolina,Alamance,0,11.5,70067,1,0.014491192
North Carolina,Alamance,0,11,54770,0,0.016030278
North Carolina,Alamance,0,14.6,64038,0,0.012413409
North Carolina,Alexander,0,14.4,50030,0,0.040959199
North Carolina,Alexander,0,7.9,55417,0,0.048459032
North Carolina,Alexander,0,10.1,48880,0,0.042805008
North Carolina,Alexander,1,23.6,46330,1,0.029134586
North Carolina,Alexander,0,21.9,47944,0,0.027438297
North Carolina,Alexander,0,18.4,54578,0,0.027359873
North Carolina,Alexander,1,12.8,61992,1,0.017494373
North Carolina,Alleghany,0,17.9,44048,0,0.039587984
North Carolina,Alleghany,0,28.1,33725,0,0.06284608
North Carolina,Alleghany,0,16.6,48300,0,0.056942988
North Carolina,Anson,0,13.5,39732,0,0.029310601
North Carolina,Anson,0,12.8,40958,0,0.064759037
North Carolina,Anson,0,20.1,43621,0,0.042536436
North Carolina,Anson,0,24.6,38453,0,0.082006946
North Carolina,Anson,1,31.9,34115,1,0.061645843
North Carolina,Anson,0,30,39963,0,0.11271259
North Carolina,Ashe,0,19,35897,1,0.129912716
North Carolina,Ashe,0,21.9,37121,0,0.093384577
North Carolina,Ashe,0,22.9,46111,0,0.082507273
North Carolina,Ashe,1,25,41913,1,0.033624943
North Carolina,Ashe,0,11.6,59438,0,0.025575782
North Carolina,Ashe,0,23,47247,0,0.032360402
North Carolina,Avery,0,22.2,58929,0,0.029421974
North Carolina,Avery,0,13.1,60639,0,0.036229751
North Carolina,Avery,0,16.5,52298,0,0.03364806
North Carolina,Avery,0,25,31484,0,0.076035234
North Carolina,Avery,0,15.9,42019,0,0.050476993
North Carolina,Beaufort,0,24.9,44554,0,0.038678369
North Carolina,Beaufort,0,18.2,59792,0,0.021716903
North Carolina,Beaufort,1,34,35592,1,0.023270035
North Carolina,Beaufort,1,32.3,41111,1,0.045033906
North Carolina,Beaufort,1,13,59602,1,0.007603208
North Carolina,Beaufort,0,21.8,50149,0,0.033936062
North Carolina,Beaufort,0,13.9,54208,0,0.038944783
North Carolina,Beaufort,0,11.1,53854,0,0.055697978
North Carolina,Beaufort,0,13.8,51563,0,0.056684466
North Carolina,Beaufort,0,9,69615,0,0.06225432
North Carolina,Beaufort,0,19.8,44933,0,0.057377187
North Carolina,Bertie,0,17.4,48536,1,0.061926044
North Carolina,Bertie,0,21.4,41375,0,0.092776529
North Carolina,Bertie,0,26,35714,0,0.095988856
North Carolina,Bertie,1,33.3,34725,1,0.059730327
North Carolina,Bladen,0,27,49777,1,0.079755946
North Carolina,Bladen,0,25.3,42868,0,0.060011793
North Carolina,Bladen,0,32.1,34402,0,0.018765976
North Carolina,Bladen,1,36.8,39729,1,0.040260689
North Carolina,Bladen,0,21.6,42987,0,0.040029454
North Carolina,Bladen,0,23.5,42011,1,0.040927359
North Carolina,Brunswick,0,27.2,45452,0,0.058886509
North Carolina,Brunswick,0,17.5,49840,0,0.003970383
North Carolina,Brunswick,1,14.1,70139,1,0.007928684
North Carolina,Brunswick,1,24.7,46812,1,0.028379673
North Carolina,Brunswick,1,10.3,66364,1,0.009903468
North Carolina,Brunswick,0,13.8,70148,0,0
North Carolina,Brunswick,0,9.7,63611,0,0.033282261
North Carolina,Brunswick,1,12.2,42500,1,0.0562416
North Carolina,Brunswick,0,18.6,58009,0,0.040780512
North Carolina,Brunswick,0,4,78269,0,0.014605881
North Carolina,Brunswick,0,12.4,60450,0,0.049743264
North Carolina,Brunswick,1,15.4,71084,1,0.155821792
North Carolina,Brunswick,0,5,95750,0,0.068411682
North Carolina,Brunswick,1,5.8,71000,1,0.01396153
North Carolina,Brunswick,1,7.6,55625,1,0.028588143
North Carolina,Brunswick,1,12.2,51656,1,0.012464756
North Carolina,Brunswick,0,22.1,63830,0,0.020242175
North Carolina,Brunswick,0,21.6,34821,0,0.042636971
North Carolina,Brunswick,0,22.7,30764,0,0.054693833
North Carolina,Brunswick,0,27.7,37553,0,0.092461754
North Carolina,Brunswick,1,3.4,83971,1,0.106971153
North Carolina,Brunswick,0,32.6,34534,0,0.047883911
North Carolina,Brunswick,1,13.2,46495,1,0.015402737
North Carolina,Brunswick,1,14,54698,1,0.008593701
North Carolina,Brunswick,0,14.8,68469,0,0.008595772
North Carolina,Brunswick,0,15.1,58080,0,0.0275718
North Carolina,Brunswick,1,25.3,53438,0,0.003004613
North Carolina,Brunswick,1,11.9,56821,1,0.058218061
North Carolina,Brunswick,1,5,80455,1,0.001900337
North Carolina,Brunswick,0,17.5,52667,1,0.080635723
North Carolina,Brunswick,0,14,59223,0,0.030692447
North Carolina,Brunswick,0,33.3,46477,0,0.113924051
North Carolina,Brunswick,0,0,0,0,0
North Carolina,Buncombe,1,33.3,105938,0,0
North Carolina,Buncombe,1,32.5,38594,0,0
North Carolina,Buncombe,1,28.2,60417,0,0.012122195
North Carolina,Buncombe,1,19,67708,1,0.005482091
North Carolina,Buncombe,1,8.8,102500,0,0.002493999
North Carolina,Buncombe,1,22,85125,0,0
North Carolina,Buncombe,1,16.8,51818,0,0
North Carolina,Buncombe,1,15.3,60677,1,0.013672254
North Carolina,Buncombe,1,52.9,16735,1,0.050473282
North Carolina,Buncombe,1,24.9,45125,0,0.002264347
North Carolina,Buncombe,1,14.9,52435,0,1.09051E-05
North Carolina,Buncombe,1,17.7,51250,0,0
North Carolina,Buncombe,1,30.7,50194,0,0.005573701
North Carolina,Buncombe,1,33.4,36714,1,0.0153255
North Carolina,Buncombe,1,21,35833,1,0.063931297
North Carolina,Buncombe,1,13.9,56250,1,0.036533253
North Carolina,Buncombe,1,11.3,88182,1,0.043549773
North Carolina,Buncombe,1,12.3,70417,1,0.03653521
North Carolina,Buncombe,1,9.1,77388,1,0.023497937
North Carolina,Buncombe,1,11.1,60476,0,0.000106054
North Carolina,Buncombe,1,25.4,42440,0,0.000493092
North Carolina,Buncombe,1,4.3,165625,0,0.000510169
North Carolina,Buncombe,1,19.5,45799,1,0.004035866
North Carolina,Buncombe,1,29.8,46278,0,0.008730318
North Carolina,Buncombe,1,10,97594,1,0.011924132
North Carolina,Buncombe,1,3,78221,1,0.017617649
North Carolina,Buncombe,0,10.1,57243,0,0.040046831
North Carolina,Buncombe,1,14.3,72401,1,0.027254508
North Carolina,Buncombe,0,9.5,67089,0,0.002445579
North Carolina,Buncombe,0,26.8,47868,0,0.024179169
North Carolina,Buncombe,0,14.8,49125,0,0.055841083
North Carolina,Buncombe,1,20.3,48169,1,0.078476812
North Carolina,Buncombe,0,25.3,48558,0,0.043676556
North Carolina,Buncombe,1,13,57269,1,0.055475308
North Carolina,Buncombe,1,20.9,40779,1,0.032999972
North Carolina,Buncombe,0,14.3,52004,0,0.027312499
North Carolina,Buncombe,0,17.9,54365,0,0.018366527
North Carolina,Buncombe,0,13.1,61524,0,0.01655456
North Carolina,Buncombe,0,19.4,48826,0,0.042090374
North Carolina,Buncombe,1,12,55000,1,0.019738063
North Carolina,Buncombe,1,16.4,56806,1,0.009993725
North Carolina,Buncombe,1,12.9,60000,1,0.00348575
North Carolina,Buncombe,0,16.4,58472,0,0.016630785
North Carolina,Buncombe,1,14.7,60841,1,0.052319576
North Carolina,Buncombe,1,5.9,53750,1,0.032189446
North Carolina,Buncombe,0,17.8,44167,0,0.067366253
North Carolina,Buncombe,0,12.4,58961,0,0.029470292
North Carolina,Buncombe,1,16.8,57764,1,0.029381404
North Carolina,Buncombe,1,15.1,51863,1,0.022149504
North Carolina,Buncombe,0,14,61875,0,0.031950067
North Carolina,Buncombe,1,19.4,46458,1,0.019027767
North Carolina,Buncombe,1,5.9,103466,0,0.00317724
North Carolina,Buncombe,0,9.2,74618,0,0.013222752
North Carolina,Buncombe,1,9.4,63077,1,0.047538168
North Carolina,Buncombe,0,6.5,65156,0,0.044394354
North Carolina,Buncombe,0,9.8,54122,0,0.016442452
North Carolina,Burke,0,29.9,41523,0,0.068320198
North Carolina,Burke,0,12.6,64507,0,0.073128483
North Carolina,Burke,0,12.9,59238,0,0.048649262
North Carolina,Burke,0,9.2,52961,0,0.062874048
North Carolina,Burke,0,12.4,49756,0,0.051420131
North Carolina,Burke,1,27,53846,1,0.090204626
North Carolina,Burke,1,35.4,30866,1,0.060266146
North Carolina,Burke,1,20.5,58125,1,0.083493995
North Carolina,Burke,1,12.7,61016,1,0.063935835
North Carolina,Burke,1,14.8,59757,1,0.027468641
North Carolina,Burke,0,20.9,47545,0,0.033814995
North Carolina,Burke,1,24.2,36776,1,0.02287062
North Carolina,Burke,0,23.1,40464,0,0.045473159
North Carolina,Burke,0,24.4,44418,0,0.051896547
North Carolina,Burke,0,25.4,44514,0,0.034892886
North Carolina,Burke,1,23.3,53655,1,0.050078937
North Carolina,Burke,0,30.9,33857,0,0.098785785
North Carolina,Burke,1,23.6,46370,1,0.027870318
North Carolina,Cabarrus,1,14,61053,1,0.022651304
North Carolina,Cabarrus,0,9.5,56700,0,0.016142768
North Carolina,Cabarrus,1,31.2,47313,1,0.112880112
North Carolina,Cabarrus,1,12.7,59572,1,0.011022426
North Carolina,Cabarrus,1,23.6,26619,0,0
North Carolina,Cabarrus,1,24.5,40350,0,0.003317731
North Carolina,Cabarrus,1,18.4,72331,0,0
North Carolina,Cabarrus,1,36.8,26791,1,0.018534137
North Carolina,Cabarrus,1,9.6,72050,1,0.021068087
North Carolina,Cabarrus,0,16.2,57232,0,0.077355223
North Carolina,Cabarrus,0,7.8,99730,0,0.020472541
North Carolina,Cabarrus,1,3.7,89397,1,0
North Carolina,Cabarrus,1,3.6,122130,1,0.002870129
North Carolina,Cabarrus,1,7.7,87803,1,0.018860835
North Carolina,Cabarrus,0,13.8,74899,0,0.01677225
North Carolina,Cabarrus,0,2.5,74452,0,0
North Carolina,Cabarrus,0,6.2,64500,0,0.044294753
North Carolina,Cabarrus,0,8.4,78542,0,0.012975779
North Carolina,Cabarrus,0,3.9,57000,0,0.026580059
North Carolina,Cabarrus,0,12.1,60927,0,0.029693122
North Carolina,Cabarrus,1,27.5,28485,0,3.9547E-05
North Carolina,Cabarrus,1,38.1,33675,1,0.060016658
North Carolina,Cabarrus,1,20.2,45000,1,0.013726486
North Carolina,Cabarrus,1,31.9,34042,1,0.141394048
North Carolina,Cabarrus,1,22.5,46923,1,0.013267564
North Carolina,Cabarrus,1,5.5,65921,1,2.93994E-05
North Carolina,Cabarrus,1,22.4,42323,0,2.70988E-06
North Carolina,Cabarrus,1,8.7,71500,1,0.008640168
North Carolina,Cabarrus,1,22,47847,0,0.000238338
North Carolina,Cabarrus,1,4.7,96037,1,0.003436193
North Carolina,Cabarrus,1,12.8,36635,0,0.002898689
North Carolina,Cabarrus,1,11.4,78692,1,0.014406007
North Carolina,Cabarrus,1,7.6,103750,1,0
North Carolina,Cabarrus,1,2.5,107143,1,0.008972573
North Carolina,Cabarrus,1,23.3,52104,1,0.009689487
North Carolina,Cabarrus,1,7,87772,1,0.036713461
North Carolina,Cabarrus,1,5.2,78314,1,0.012766967
North Carolina,Caldwell,1,31.7,35692,1,0.039402783
North Carolina,Caldwell,0,28.6,29326,0,0.053175006
North Carolina,Caldwell,1,26.2,47371,1,0.045851707
North Carolina,Caldwell,1,19,36452,1,0.031679137
North Carolina,Caldwell,1,10.8,63574,1,0.005597223
North Carolina,Caldwell,1,15.3,56435,1,0.004418229
North Carolina,Caldwell,1,17,43056,1,0.007587105
North Carolina,Caldwell,1,20.4,47649,1,0.058295622
North Carolina,Caldwell,0,30.5,31820,0,0.032192257
North Carolina,Caldwell,0,9.4,49228,0,0.064288248
North Carolina,Caldwell,0,14,43125,0,0.027660131
North Carolina,Caldwell,0,17.8,50417,0,0.046780583
North Carolina,Caldwell,0,19.9,48722,0,0.076163018
North Carolina,Caldwell,0,14.1,63739,0,0.019896257
North Carolina,Caldwell,0,29.1,43056,0,0.031385363
North Carolina,Caldwell,1,25,43910,1,0.028640818
North Carolina,Caldwell,1,23.9,43382,1,0.010762244
North Carolina,Camden,0,8.4,74880,0,0.029272321
North Carolina,Camden,0,4.9,65882,0,0.032519752
North Carolina,Carteret,0,17.2,71250,1,0.065263157
North Carolina,Carteret,0,15.2,49612,1,0.054612614
North Carolina,Carteret,0,13.1,43837,0,0.018407545
North Carolina,Carteret,0,7,54821,0,0.077163883
North Carolina,Carteret,0,19.5,59872,0,0.030682168
North Carolina,Carteret,1,45.1,30833,0,0.018805814
North Carolina,Carteret,1,7.7,51786,0,0.003738206
North Carolina,Carteret,1,36.8,33906,0,0.0137651
North Carolina,Carteret,1,31.3,33973,0,0.019822858
North Carolina,Carteret,1,32.1,36250,1,0.054093785
North Carolina,Carteret,1,15.3,91641,1,0.052327808
North Carolina,Carteret,0,20.8,44826,0,0.086258886
North Carolina,Carteret,1,6.7,74167,1,0.012387833
North Carolina,Carteret,1,14.7,61429,1,0.029362098
North Carolina,Carteret,1,22.1,61488,1,0.067021712
North Carolina,Carteret,1,18,52321,1,0.023339318
North Carolina,Carteret,1,1.3,91250,0,0.002652225
North Carolina,Carteret,1,13.8,48899,1,0.01813464
North Carolina,Carteret,1,6.6,84297,1,0.005196747
North Carolina,Carteret,1,6.3,70625,0,0
North Carolina,Carteret,0,19.7,50855,0,0.034852489
North Carolina,Carteret,0,15.7,69271,0,0.036595852
North Carolina,Carteret,1,15.2,39794,1,0.032295955
North Carolina,Carteret,0,18,59464,0,0.01994018
North Carolina,Carteret,0,9.4,52733,0,0.030567425
North Carolina,Carteret,0,4.2,94167,0,0.006578913
North Carolina,Carteret,0,6.3,69773,0,0.010085015
North Carolina,Carteret,1,8.4,69507,1,0.010170516
North Carolina,Carteret,0,13.9,54375,0,0.034536891
North Carolina,Carteret,1,6.3,103125,1,0
North Carolina,Carteret,1,20.3,61458,0,0.005255719
North Carolina,Carteret,1,9.5,72153,1,0.025207772
North Carolina,Carteret,1,6.2,61250,1,0.080188678
North Carolina,Carteret,1,4.1,81023,1,0.012803979
North Carolina,Carteret,1,9.6,55950,0,0.002977749
North Carolina,Carteret,0,12.7,55921,0,0.022306332
North Carolina,Carteret,0,0,0,0,0
North Carolina,Carteret,0,0,0,0,0
North Carolina,Caswell,0,24.4,47344,1,0.070884862
North Carolina,Caswell,0,31.8,41051,0,0.073931582
North Carolina,Caswell,0,27.9,55045,0,0.048937293
North Carolina,Caswell,0,18.3,47122,0,0.071987428
North Carolina,Caswell,0,12.5,51833,1,0.008795303
North Carolina,Caswell,0,12.3,55404,0,0.083466115
North Carolina,Catawba,0,11.4,51696,0,0.009869959
North Carolina,Catawba,1,5.9,61767,0,0.006809827
North Carolina,Catawba,1,13.4,53792,1,0.035580283
North Carolina,Catawba,0,23.7,50103,0,0.024456703
North Carolina,Catawba,1,8.1,57214,1,0.015359417
North Carolina,Catawba,1,9.1,80694,1,0.00452561
North Carolina,Catawba,1,20.8,51941,1,0.009509096
North Carolina,Catawba,1,12.1,46641,1,0.01544015
North Carolina,Catawba,1,17.8,52833,0,0
North Carolina,Catawba,1,35.9,24350,0,0.015881907
North Carolina,Catawba,1,5.7,99955,1,0.009954453
North Carolina,Catawba,1,7.7,90682,1,0.000771051
North Carolina,Catawba,1,20.7,63135,1,0.028406673
North Carolina,Catawba,1,33.9,36507,0,0.003003819
North Carolina,Catawba,1,30.7,34263,1,0.02678958
North Carolina,Catawba,1,24.1,32093,1,0.043361276
North Carolina,Catawba,1,7.3,56154,1,0.008719401
North Carolina,Catawba,1,18,52344,1,0.01975255
North Carolina,Catawba,1,14.3,39314,1,0.016094535
North Carolina,Catawba,1,31.8,32231,1,0.036078928
North Carolina,Catawba,0,13,57113,0,0.02652304
North Carolina,Catawba,0,10,62031,0,0.04135072
North Carolina,Catawba,0,8.1,59671,0,0.035890978
North Carolina,Catawba,0,9.1,73750,0,0.062981796
North Carolina,Catawba,0,4.4,69316,0,0.024905946
North Carolina,Catawba,0,11.7,51650,0,0.044092644
North Carolina,Catawba,0,18.5,51646,0,0.007160802
North Carolina,Catawba,1,17,56862,1,0.016149767
North Carolina,Catawba,0,12.6,55746,0,0.013839066
North Carolina,Catawba,1,4.4,66612,1,0.059973451
North Carolina,Catawba,0,18.6,56623,0,0.01813008
North Carolina,Chatham,1,9.2,106698,1,0.003467814
North Carolina,Chatham,0,5.2,101857,0,0.026831412
North Carolina,Chatham,0,11.6,104477,0,0.012341619
North Carolina,Chatham,0,6.3,83283,0,0.015488382
North Carolina,Chatham,0,13.2,70909,0,0.025821518
North Carolina,Chatham,0,12.4,50938,0,0.054303224
North Carolina,Chatham,1,19.4,43707,1,0.013313725
North Carolina,Chatham,1,37.6,27157,1,0.020294685
North Carolina,Chatham,0,20.5,57537,1,0.073768565
North Carolina,Chatham,0,19.5,57923,1,0.093200452
North Carolina,Chatham,0,2.4,86221,0,0.011258601
North Carolina,Chatham,0,10.6,65903,0,0.095980097
North Carolina,Chatham,0,16.5,70220,0,0.041523658
North Carolina,Cherokee,0,17.5,43226,0,0.024203135
North Carolina,Cherokee,0,12.8,53333,0,0.047919917
North Carolina,Cherokee,0,24.2,39531,0,0.069373371
North Carolina,Cherokee,0,21.8,39733,0,0.041296109
North Carolina,Cherokee,0,16.9,42396,0,0.041363492
North Carolina,Cherokee,0,20.2,41250,1,0.05167423
North Carolina,Cherokee,0,20.8,48780,1,0.047703287
North Carolina,Chowan,1,42.5,32130,1,0.037519143
North Carolina,Chowan,0,18.1,66250,0,0.024325053
North Carolina,Chowan,0,19.5,50149,1,0.076595781
North Carolina,Clay,0,21.2,46154,0,0.028511901
North Carolina,Clay,0,25.4,40000,0,0.04625634
North Carolina,Cleveland,0,23.6,44063,1,0.027645626
North Carolina,Cleveland,0,13.7,58095,1,0.054723568
North Carolina,Cleveland,0,14.5,50104,0,0.039015449
North Carolina,Cleveland,0,14.7,48914,0,0.029976725
North Carolina,Cleveland,0,16.2,41875,0,0.017190799
North Carolina,Cleveland,1,20.6,53871,1,0.001385377
North Carolina,Cleveland,1,30.1,45018,1,0.030221415
North Carolina,Cleveland,0,20.8,44858,0,0.098805218
North Carolina,Cleveland,0,20.7,43158,0,0.028703544
North Carolina,Cleveland,1,14.7,55449,1,0.029223063
North Carolina,Cleveland,0,17.7,55645,0,0.031026172
North Carolina,Cleveland,1,43.7,22250,1,0.118475721
North Carolina,Cleveland,1,33.8,47714,1,0.08573101
North Carolina,Cleveland,1,33.6,39625,0,0.018500932
North Carolina,Cleveland,1,27.3,45433,1,0.001743273
North Carolina,Cleveland,0,13.5,53477,0,0.077127758
North Carolina,Cleveland,0,16.8,49617,0,0.052225051
North Carolina,Cleveland,1,14.1,63702,1,0.038495194
North Carolina,Cleveland,0,8.4,57357,0,0.02
North Carolina,Cleveland,0,14.7,55865,0,0.014300306
North Carolina,Cleveland,0,14.3,50720,0,0.046324931
North Carolina,Cleveland,1,19.7,50073,1,0.050454338
North Carolina,Columbus,0,15.6,46311,0,0.051828779
North Carolina,Columbus,0,22.5,47208,0,0.055421687
North Carolina,Columbus,0,14.8,57202,0,0.022140452
North Carolina,Columbus,0,28,37850,0,0.067107117
North Carolina,Columbus,0,16.1,52318,0,0.058915661
North Carolina,Columbus,0,22.9,50844,0,0.071449723
North Carolina,Columbus,0,23.1,39981,0,0.046178243
North Carolina,Columbus,0,17.9,51295,0,0.019629333
North Carolina,Columbus,0,47.6,28474,0,0.001944412
North Carolina,Columbus,1,25.6,48952,1,0.043000665
North Carolina,Columbus,0,26.3,38207,0,0.058711651
North Carolina,Columbus,0,30.8,36554,0,0.08142332
North Carolina,Columbus,0,13,59246,1,0.032302906
North Carolina,Craven,1,5.5,63819,1,0.010692585
North Carolina,Craven,0,12.7,56319,0,0.032752574
North Carolina,Craven,0,20.2,39269,0,0.049585449
North Carolina,Craven,0,20.8,40813,0,0.06935898
North Carolina,Craven,0,5.4,66897,0,0.009764008
North Carolina,Craven,1,9.8,61089,1,0.021804247
North Carolina,Craven,1,3.5,96982,1,0.014984447
North Carolina,Craven,0,6.1,57390,0,0.037120163
North Carolina,Craven,0,19.7,44724,0,0.052999174
North Carolina,Craven,1,13.6,48750,0,0
North Carolina,Craven,1,11.7,49167,0,0
North Carolina,Craven,1,53.8,21036,0,0.005400236
North Carolina,Craven,1,58.4,16992,0,0.007139737
North Carolina,Craven,1,9.4,80239,1,0.051468957
North Carolina,Craven,1,15.3,59750,1,0.057099299
North Carolina,Craven,1,11,70217,1,0.00321435
North Carolina,Craven,1,13.4,34896,1,0.013140178
North Carolina,Craven,1,11.1,53452,1,0
North Carolina,Craven,1,18.9,41336,1,0.000402409
North Carolina,Craven,1,26.8,43975,1,0.049812474
North Carolina,Craven,0,12.7,70649,0,0.049716037
North Carolina,Cumberland,1,61.3,16106,0,0.050776356
North Carolina,Cumberland,1,38.5,30650,1,0.16038788
North Carolina,Cumberland,1,13.6,60568,0,0.003105993
North Carolina,Cumberland,1,4.4,92679,0,0
North Carolina,Cumberland,1,20.6,83375,0,0
North Carolina,Cumberland,1,21.9,57622,1,0.018674223
North Carolina,Cumberland,1,12.7,57733,1,0.003801447
North Carolina,Cumberland,1,43.8,26058,1,0.21356977
North Carolina,Cumberland,1,31.5,39519,1,0.023751805
North Carolina,Cumberland,1,30.9,34261,1,0.132004136
North Carolina,Cumberland,0,23.6,42117,0,0.022413778
North Carolina,Cumberland,1,24.3,48125,1,0.049793134
North Carolina,Cumberland,1,15.4,62083,1,0.012374653
North Carolina,Cumberland,1,23,46964,1,0.020781723
North Carolina,Cumberland,1,22.1,44483,1,0.064204774
North Carolina,Cumberland,1,17.9,48143,1,0.011058405
North Carolina,Cumberland,1,24.7,37308,0,0
North Carolina,Cumberland,1,27.3,40714,0,0
North Carolina,Cumberland,1,22.3,41925,0,0
North Carolina,Cumberland,1,24.7,49095,0,0
North Carolina,Cumberland,1,10.1,54176,0,0
North Carolina,Cumberland,1,17.5,47798,0,0
North Carolina,Cumberland,1,16.2,62742,0,0
North Carolina,Cumberland,1,25.3,45000,1,0.092951538
North Carolina,Cumberland,1,25.7,34848,1,0.066843899
North Carolina,Cumberland,1,45.6,32039,1,0.273899106
North Carolina,Cumberland,1,27.8,39565,1,0.040243608
North Carolina,Cumberland,1,13.1,61225,1,0.00147209
North Carolina,Cumberland,1,19,46518,1,0.003204567
North Carolina,Cumberland,1,6.9,50888,1,0.003466434
North Carolina,Cumberland,1,12.3,62704,1,0.033377366
North Carolina,Cumberland,0,17.2,57091,0,0.098617455
North Carolina,Cumberland,0,8.2,75750,0,0.038283983
North Carolina,Cumberland,0,12.2,55365,0,0.009113605
North Carolina,Cumberland,0,17.1,53802,0,0.004135667
North Carolina,Cumberland,0,8.9,71558,0,0.027278251
North Carolina,Cumberland,0,13.4,60515,0,0.072414768
North Carolina,Cumberland,1,10.8,79770,1,0.007564352
North Carolina,Cumberland,1,10.6,51429,1,0.037434968
North Carolina,Cumberland,1,18.5,50169,1,0.056508794
North Carolina,Cumberland,1,6.9,94451,1,0.012476767
North Carolina,Cumberland,1,20.7,48408,0,0
North Carolina,Cumberland,1,14.6,49442,0,0.000396389
North Carolina,Cumberland,1,15.6,59727,0,0.000279057
North Carolina,Cumberland,1,25.2,43497,0,0
North Carolina,Cumberland,1,11.2,51014,0,0
North Carolina,Cumberland,1,14.5,63793,1,0.013634988
North Carolina,Cumberland,1,14.9,55994,0,7.48058E-05
North Carolina,Cumberland,1,9,58662,0,0
North Carolina,Cumberland,1,18.5,41875,0,0
North Carolina,Cumberland,1,12.9,47292,0,0
North Carolina,Cumberland,1,21.8,52112,1,0.011313237
North Carolina,Cumberland,1,11.2,51250,1,0.008502546
North Carolina,Cumberland,1,17.6,54250,1,0.007022881
North Carolina,Cumberland,1,11.5,39559,1,0.014850168
North Carolina,Cumberland,1,0,0,1,0
North Carolina,Cumberland,1,11.2,40398,1,0.01763788
North Carolina,Cumberland,1,0,0,1,0
North Carolina,Cumberland,1,21.6,43289,1,0.009630819
North Carolina,Cumberland,1,10.1,77396,1,0.020618557
North Carolina,Cumberland,1,36.1,39300,1,0.041640611
North Carolina,Cumberland,1,11.1,48103,1,0
North Carolina,Cumberland,1,27.6,37275,1,0.011646356
North Carolina,Cumberland,0,23.7,43622,0,0.075101664
North Carolina,Cumberland,0,13.1,69231,0,0.02699607
North Carolina,Cumberland,1,45.2,26677,1,0.121421838
North Carolina,Cumberland,0,0,0,0,0
